Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
tangkap narkoba kaget kl tangkap hubung saracen kaget gak anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
mudah presiden bawa indonesia posisi bagus kisi misi,0,0,0,0,0,0,0,0,0,0,0,0
kutuk maling maling negarakarma hampir,1,1,0,1,0,0,0,0,1,0,1,0
galak akun akun anti rezim akun akun sebar fitnah amp benci pro rezim belaga liat sih moga twitter profesional media sosial media sosial,0,0,0,0,0,0,0,0,0,0,0,0
kerja tulus diktator jokowi tukang mungkir janji ludah mayat korban genosida thn batai,1,0,1,0,0,0,0,0,1,1,0,0
bantu ekonomi fair square ,0,0,0,0,0,0,0,0,0,0,0,0
mewoh damping gubernur od hadir acara puncak festival paskah gfg,0,0,0,0,0,0,0,0,0,0,0,0
ngocok memek enak kali ya,0,1,0,0,0,0,0,0,0,0,0,0
hg partai komunis indonesia hitam,0,0,0,0,0,0,0,0,0,0,0,0
lo kritik kritik solusi surat pemberitahuan tahun contoh pimpin bener kritik bilang terimakasihkalo pimpin kayak indonesia beres,0,0,0,0,0,0,0,0,0,0,0,0
good job mr gubernur dki,0,0,0,0,0,0,0,0,0,0,0,0
suka orang play victim ngewe najis,1,1,0,1,0,0,0,0,1,0,1,0
partai bintang kuat posisi pilih,0,0,0,0,0,0,0,0,0,0,0,0
kakek nenek kristen mualaf anak total anak anak pindah islam mama sih kakek pikir biar temu islam anak lahir muslim masuk kristen nik,0,0,0,0,0,0,0,0,0,0,0,0
kalo gue amuk amp kayak responnya edan,0,1,0,0,0,0,0,0,0,0,0,0
sy lanjut ucap babi butasemoga allah hidayah hati buka manusia iman imani allah subhanahu wa taala si,0,0,0,0,0,0,0,0,0,0,0,0
bener bangetttjasa menang anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
presiden jokowi apresiasi model kerja bisnis proyek bijb kertajati,0,0,0,0,0,0,0,0,0,0,0,0
gara gara orang kafir yahudi gimana coba pakai handphone sih memang hadeh ntar carrefour ubah nama indomaret aja,0,0,0,0,0,0,0,0,0,0,0,0
dgn ikan gurih harga mrah dapat lho knjngi pmpek plmbng jalan wr supratman senggol budaya tohpati,0,0,0,0,0,0,0,0,0,0,0,0
si ahok kampret becus kerja citra melulu sih ahok kampret,1,1,1,0,0,0,0,0,1,1,0,0
katolik bantu mz,0,0,0,0,0,0,0,0,0,0,0,0
dasar dpr rampung revisi uu terorisme lindung segenap bangsa indonesia serang keji teroris polemikpemberantasanterorisme,0,0,0,0,0,0,0,0,0,0,0,0
muka katrok tampang laku sinkron,1,1,1,0,0,0,1,0,0,1,0,0
gua setan dongggg,0,1,0,0,0,0,0,0,0,0,0,0
suka suka gue tulis halu kek gila kek sarap kek sedeng kek delusi kek gue anak rp malu malu citra idol,0,1,0,0,0,0,0,0,0,0,0,0
beli tiket temu tionghoa puluh mbak mbak gemuk suka serobot antri,0,0,0,0,0,0,0,0,0,0,0,0
ngakak wkwkwkwkwwkwkwkwkwkwkwk bego,0,1,0,0,0,0,0,0,0,0,0,0
juni dir imf rilis lapor gagal bijak austerity yunani percaya pasar pulih sistem perban hilang simpan amp dampak resesi angka anggur roket sblmnya argentina gagal,0,0,0,0,0,0,0,0,0,0,0,0
peluk senyum hm rasain jari masuk main memek mhh elusin tangan,0,1,0,0,0,0,0,0,0,0,0,0
gak malu ya uang rakyat suap rakyat elektabilitas,1,0,1,0,0,0,0,0,1,1,0,0
budaya moral manusia selamat,0,0,0,0,0,0,0,0,0,0,0,0
subhanallah moga jokowi pasang cak imin duet presiden wakil presiden bawa indonesia arah maju adab,0,0,0,0,0,0,0,0,0,0,0,0
prestasi tingkat yunior heboh biasankalian lupa orang orang kristen juara dunia legenda kayak elly picalnico thomas chris johnnnshaloom,0,0,0,0,0,0,0,0,0,0,0,0
jokowi lengser ganti ahmad heryawan cebong nyolot contoh,1,1,1,0,0,0,0,0,1,0,0,1
lestari dungu biadab islam lestari dukung teroris islam,1,1,0,1,1,0,0,0,0,0,1,0
kasihan rawan komisaris minder ketemu boss orang bule brekekekekekek,0,0,0,0,0,0,0,0,0,0,0,0
berita twit tanggal lukman tunggu rakyat jelas indonesia islam,1,0,0,1,1,0,0,0,0,0,1,0
ulama bashirah maslahah umat cerita nabi khidir nabi musa ajar hidup tatap putus salah yakin,0,0,0,0,0,0,0,0,0,0,0,0
guru fakultas ilmu sosial politik fisip universitas padjajaran profesor obsatar sinaga pandang program usung pasang calon gubernur wakil gubernur jawa barat nomor urut hasanah kitahasanah hasana,0,0,0,0,0,0,0,0,0,0,0,0
gak nyabu ya,1,0,1,0,0,0,0,0,1,1,0,0
negara beragamaya hapus sila pancasilamemangnya kristenbudhahinduislam lainlain,0,0,0,0,0,0,0,0,0,0,0,0
jokowi ngibul nya yg jelek moga amin ya allah,1,0,1,0,0,0,0,0,1,1,0,0
komunis nya,0,0,0,0,0,0,0,0,0,0,0,0
grafik posisi papa saham bubar komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,0,1
pamor rk akan partai politik usung dukung nista agama,1,0,0,1,1,0,0,0,0,0,1,0
nama pahlawan malam saran lapor coba agama si abu jande,1,0,1,0,1,0,0,0,0,1,0,0
nncapek gue ajar terusnbentar gue nak berak wkwknkunci motor motor sompretnmau greenteaaaaanpocky greenteanpejoy greenteani love younbiar tinggal gue lonapasih story nya ituuu gue mute aja,0,1,0,0,0,0,0,0,0,0,0,0
indonesia timnas maen saudara saudara kristen amp non kristen doa sih ya,0,0,0,0,0,0,0,0,0,0,0,0
acara televisi tani malam minggu,0,0,0,0,0,0,0,0,0,0,0,0
rlp yeoja friends with benefit ngentot rl amp foreplay tai,0,1,0,0,0,0,0,0,0,0,0,0
hebat ikut dungu bin idiot,1,1,0,1,0,0,1,0,0,0,1,0
goreng bidah usluf nnsama hal haj onta pesawat bidahnnjangan salah paham donk,0,0,0,0,0,0,0,0,0,0,0,0
bajing silvy debatfinalpilkadajkt,1,1,1,0,0,0,0,0,1,1,0,0
dih kntl,1,1,1,0,0,0,0,1,0,1,0,0
acara rizieq pulang jokowi lengserkanmakartak presiden pulang pakai daster,1,0,1,0,0,0,0,0,1,1,0,0
sial hidup jaman mana orang umbar nakal kagum remajaremaja tolol,1,1,1,0,0,0,0,0,1,1,0,0
peduli kucing warna hitam putih tangkap tikus deng xiaoping pimpin partai komunis china,0,0,0,0,0,0,0,0,0,0,0,0
delete post bajing online,0,1,0,0,0,0,0,0,0,0,0,0
lgbt dunia ya habis deh manusia,0,0,0,0,0,0,0,0,0,0,0,0
layan garansi bijak kembali barang tukar barang konsumen barang beli rusak cacat produksi gratis gerai hauz laku beli serta struk belanja nhauz,0,0,0,0,0,0,0,0,0,0,0,0
sam ulas ekonomi hari rabu april reksadana reksadanasam samrisetharian beritaekonomi makroekonomi marketupdate samuelasetmanajemen,0,0,0,0,0,0,0,0,0,0,0,0
iya ta sebar ahog cebong,1,1,1,0,0,0,0,0,1,1,0,0
pantas nih gubernur indonesia cc cep john ,0,0,0,0,0,0,0,0,0,0,0,0
nga kali mimpi indah reality kayak tai mimpi tai,0,1,0,0,0,0,0,0,0,0,0,0
takut ganyang partai komunis indonesia bahaya embrio iblis kembang biak,1,0,0,1,0,1,0,0,0,0,0,1
sih kunyuk twitnya genap generalisasi kaum bacot mutu sarap,1,1,1,0,0,0,1,0,0,1,0,0
harga yahudi,0,0,0,0,0,0,0,0,0,0,0,0
haha antek komunis kelojot jelang kecebong anak pki,1,1,0,1,0,1,0,0,0,0,1,0
politik butuh orang agama agama dipolotikan kayak jul eh koh eh tad,0,0,0,0,0,0,0,0,0,0,0,0
kesal banget wa lihat parnoan bikin video viral duga kelirunntipikal sebar,0,0,0,0,0,0,0,0,0,0,0,0
klo nu cabang kristen gimn,1,0,1,0,1,0,0,0,0,1,0,0
jkw orang kafir,0,0,0,0,0,0,0,0,0,0,0,0
cebong erti wkwkw,1,1,0,1,0,0,0,0,1,0,1,0
jalan jalan ptcnnayah pamer ayonaq ayo pamer apanayah pamer budhabudha gtnaq hati hmmm ayah cocok cocok kesana muka cina cina,0,0,0,0,0,0,0,0,0,0,0,0
heboh anies temu erdogan warganet gubernur presiden plonga plongo ngobrolnya nyambung gak plonga plongo pimpin muslim ya komen warganet ,0,0,0,0,0,0,0,0,0,0,0,0
kampang orang,1,1,1,0,0,0,0,0,1,1,0,0
jiwa muda luka derita cacat ayah cinta pandang ayah cinta suara pandang orang lainnpramoedya ananta toer,0,0,0,0,0,0,0,0,0,0,0,0
pas olivia nongolnlucu banget setannnshuuush,0,1,0,0,0,0,0,0,0,0,0,0
imam rapat saf lurus safnsenior panggil junior masuknjunior bodoh nnsenior,0,1,0,0,0,0,0,0,0,0,0,0
ujung ujung cocokologi paksa benar kalimat kentara hina kitab suci agama mana,0,0,0,0,0,0,0,0,0,0,0,0
faham maksud tegak agama allah jihad sepenuh,0,0,0,0,0,0,0,0,0,0,0,0
muslim rohingya usia lari persekusi teroris budha,1,0,0,1,1,0,0,0,0,0,1,0
gerombol gabung partai sinting indonesia psi mayoritas dukung nista islam ahok laknatullah,1,1,0,1,0,0,0,0,1,0,1,0
nama rejim jungkir malu periode sori ya pilih ganti residen,1,0,1,0,0,0,0,0,1,1,0,0
lengser lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
inti prabowo amin prasangka dasar jegal pdip kuasa,1,0,0,1,0,0,0,0,1,0,1,0
sabtu kemarin polisi pilih henti diskusi sesuai duga serang jokowi isu perintah represif rezim otoriter,1,0,1,0,0,0,0,0,1,1,0,0
iyaaa sayangkuuu sipit,0,0,0,0,0,0,0,0,0,0,0,0
gua buta bahasa asing lelah min,0,0,0,0,0,0,0,0,0,0,0,0
putus berani approach tunggu pas berani eh sih kunyuk balik ya ya tunggu,0,1,0,0,0,0,0,0,0,0,0,0
trua tanah tanah palestina tananya nenek moyang kaum yahudi yahudi pindah negara eropa besar masuk palestina tetap situ mayoritas palestina pas pimpin hitler hitler,0,0,0,0,0,0,0,0,0,0,0,0
kak paham kristen budhannmendalami agama tadinkok simpul kristen nusantara budha,0,0,0,0,0,0,0,0,0,0,0,0
oleholeh onta makkah nya,0,0,0,0,0,0,0,0,0,0,0,0
kapolri pensiun ketimbang tegas pimpin polisi republik indonesia adu surat pemberitahuan tahun korban abai,1,0,1,0,0,0,0,0,1,1,0,0
usir nih cina ki gila pamungkas bui garagara anti cina lha cina tumpang negeri,1,0,1,0,0,1,0,0,0,0,0,1
ltcewek jablay bugil belai bokep fotomemek ngentot bugil ngentot,0,1,0,0,0,0,0,0,0,0,0,0
indonesia tuan rumah ktt ulama dunia kttulamadunia wasatiyatislam islamindonesia islammoderat,0,0,0,0,0,0,0,0,0,0,0,0
bu guru cebong gitu,1,1,1,0,0,0,0,0,1,1,0,0
konsep moderat islam ciri identitas umat islam indonesia nkri jagankri pancasila indonesiasatu kerukunanumat kttislamwasatiyyah kitorangcintajokowi jokowisayangipapua jokowiblusukanpapua indahnyakebe,0,0,0,0,0,0,0,0,0,0,0,0
kalo anak rupiah jaman anjir jjkp jomblo jablay kebelet pacar,0,1,0,0,0,0,0,0,0,0,0,0
kesal tai army kepala gede gede,0,1,0,0,0,0,0,0,0,0,0,0
insyaallahjika boikot safiey illiastempiasnye kena transgender si,0,0,0,0,0,0,0,0,0,0,0,0
biar jokowi lindung ahok lengser jokowi mantap,1,0,1,0,0,0,0,0,1,0,0,1
ayo memek isi kontol,0,1,0,0,0,0,0,0,0,0,0,0
tuju pks pki pki persis partai adil sejahtera gaet golong akar rumput isu isu agama pks partai komunis syariah,1,0,0,1,1,1,0,0,0,0,1,0
koarkoar nya gera umateh ngebacotnya dukung politikndasar bani cabul otak monas,1,1,0,1,1,0,0,1,0,0,1,0
nayeon,0,0,0,0,0,0,0,0,0,0,0,0
ironi bisnis mega triliun profit diri mimpi kesana,0,0,0,0,0,0,0,0,0,0,0,0
jom mampus,1,1,1,0,0,0,0,0,1,1,0,0
jokowi sanding prabowo jejak rakyat tau prabowo timbang pilih jokowi hemm buta mata mas hati buta p,0,0,0,0,0,0,0,0,0,0,0,0
reformasi kenyataanya orang susah temu demokrasi sejahtera lupa ide hubung sistem sistem ekonomi pasar bebas heran cari titik temu negara pasar,0,0,0,0,0,0,0,0,0,0,0,0
yg caci ulama nya orang kafir munafikpake otak mu kok,1,1,1,0,0,0,0,0,1,1,0,0
neng hormat pakai mulut ngomongmohon maaf pakai silit,1,1,1,0,0,0,1,0,0,1,0,0
ritual puasa tanggal muharram tradisi yahudi madinah itunnmenyembelih kambing bayi lahir biasa arab ekspresi bahagia datang anggota keluarga barunnj,0,0,0,0,0,0,0,0,0,0,0,0
gubernur indonesia pa woooow salah putra baik bangsa indonesia pribumi layak pimpin negeri moga allah swt lindung lurus juang tegak islam maju bangsa amp negara,0,0,0,0,0,0,0,0,0,0,0,0
islam rahmat lil alamin kristen cinta kasih hindu budha konghucu penuh damai agama ajar baik prakhotbah,0,0,0,0,0,0,0,0,0,0,0,0
gw akil balig islamndiperlakukan adil gw bilang bacot bikin adil umat islam,1,1,1,0,0,0,0,0,1,1,0,0
ajak rakyat wisata ziarah negeri biar rakyat tipu ziarah umroh haji,1,0,0,1,1,0,0,0,0,0,1,0
mulut kampang,1,1,1,0,0,0,1,0,0,1,0,0
prof rombong cebong iq dangkal uap aja,1,1,0,1,0,0,0,0,1,0,1,0
anak kampang ggggg,1,1,1,0,0,0,0,0,1,1,0,0
ngedance cewek luwes cowok nguci tai,0,1,0,0,0,0,0,0,0,0,0,0
paham deh otak,1,1,0,1,0,0,0,0,1,0,1,0
bubar bangsad,1,1,0,1,0,0,0,0,1,0,1,0
bersih jajar kemenag allah swt janji rampas tuhan buang,1,0,0,1,1,0,0,0,0,0,1,0
presiden ya yg telanjang dada ah pesimis,0,0,0,0,0,0,0,0,0,0,0,0
rlp yeoja cantik culik gue bawa rumah gw untung lo tar ngentot puas nya terus sembelih,0,1,0,0,0,0,0,0,0,0,0,0
rribantensiangini kpu pangkalpinang tetap dpt pilkada,0,0,0,0,0,0,0,0,0,0,0,0
ya allah main main takut gila,0,0,0,0,0,0,0,0,0,0,0,0
usir buddha tanah jawa,1,0,0,1,1,0,0,0,0,0,0,1
yg lengser jok lawan politik surat pemberitahuan tahun sby prabowo ht ts pksbiasa bayar demodemofpijgn takut jokrakyat tni pol bela jokahok,1,0,0,1,0,0,0,0,1,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
dukung agama haram sosial lgbt aku ngejauh temen tau sih rangkul biar pelan pelan normal,0,0,0,0,0,0,0,0,0,0,0,0
sedih sih orang orang ledek gitu najis bocah,0,1,0,0,0,0,0,0,0,0,0,0
agama politik praktis amp identitas agama jabat jabat publik presiden lurah lingkung agama budha ngaku biksu makan daging amp minum miras keluarga,1,0,0,1,1,0,0,0,0,0,1,0
agus silvy tukang fitnah debatfinalpilkadajkt,1,0,1,0,0,0,0,0,1,1,0,0
bahaya islam bukti lihat teroris islam isis dll pandang sudut islam berbahay,1,0,0,1,1,0,0,0,0,0,1,0
rambut warna sih kadang oren kadang coklat muda kadang coklat onta,0,0,0,0,0,0,0,0,0,0,0,0
emyu datang main arab biar berkah kayak lambang setan dukung lgbt imbang,0,1,0,0,0,0,0,0,0,0,0,0
sumpaaah kayak habis iaa lanjut olimpiade pagelaran budaya siii wkwk,0,0,0,0,0,0,0,0,0,0,0,0
agama kristen kuat timur byzantium aku eksistensi agama bentuk organisasi masyarakat parabalani anggota parabalani pemuda pemuda kelompok rendah masyarakat fanatik kristen taat ulama,0,0,0,0,0,0,0,0,0,0,0,0
mngkn nama gue kes kristen bgtkata ya ayah sih keren ayah gaul lingkung tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
saracen anies sandi serang ahok mosok sih iya iya banget,1,0,1,0,0,0,0,0,1,1,0,0
tantang industri sawit budaya bakar lahan rawan simpang,0,0,0,0,0,0,0,0,0,0,0,0
ayoo jaga utuh nkri tangkap nista agama stopkriminalisasiulama,1,0,1,0,1,0,0,0,0,0,0,1
neng dianjingin marah tolol,1,1,1,0,0,0,0,0,1,1,0,0
sebar aman jagat,0,0,0,0,0,0,0,0,0,0,0,0
anjir bloon,1,1,1,0,0,0,0,0,1,1,0,0
presiden lapor jajar kait detail siap infrastruktur transportasi lokasi tanding kesiap atlet indonesia laga jokowipacupromosiasiangames yu,0,0,0,0,0,0,0,0,0,0,0,0
ganyang pki kumpul kripik indo,1,0,0,1,0,1,0,0,0,0,0,1
orang perosok jokowi,1,0,1,0,0,0,0,0,1,1,0,0
akhirx hasil kotak kota benci jaman susilo bambang yudhoyono,1,0,1,0,0,0,0,0,1,1,0,0
kristen katolik beda tradisi kristen protestan masdi katolik pakai musik musik band musik menghentak hentak sikap beda bijakdi kristen advent,0,0,0,0,0,0,0,0,0,0,0,0
rribantenpagiini duga ekonomi guru sd nekat gantung,0,0,0,0,0,0,0,0,0,0,0,0
usir duta besar negara kristen putus hubung diplomatik,1,0,1,0,1,0,0,0,0,0,0,1
pbb dunia kumpul dana manusia rp triliun irak siasia islam buang,1,0,0,1,1,0,0,0,0,0,1,0
a pribadi gairah semangat pikir optimis positif,0,0,0,0,0,0,0,0,0,0,0,0
milu halal komunis,0,0,0,0,0,0,0,0,0,0,0,0
keren habis ,0,0,0,0,0,0,0,0,0,0,0,0
nama kapitalis kejam sih konteks apa mending beli warung warung lusin sejahtera rakyat gue gua haha,0,0,0,0,0,0,0,0,0,0,0,0
orang orang lahir tubuh cacat hidup ininamun milik jiwa kagum orang hidup sehat jiwa dalam matang dewasa,0,0,0,0,0,0,0,0,0,0,0,0
pakai tudung nasihat agama dengar nasihat lacur ambil buang buruk hitam mesti kotor putih mesti bersih,0,0,0,0,0,0,0,0,0,0,0,0
alimalim bodohbodoh lupa islam nikah tingkat kualitas ibadah bangun pranata generasi terus lha alas reduksi ketimbang zina memang i,0,0,0,0,0,0,0,0,0,0,0,0
banget disebutinnndan lucunyannmasa tuntut senangnncm orang sinting pikir bwgitu,0,1,0,0,0,0,0,0,0,0,0,0
maenkan mang,0,0,0,0,0,0,0,0,0,0,0,0
gue bikin video isi photo video ucap selamat ulang diannyak maki yaa,0,0,0,0,0,0,0,0,0,0,0,0
china negara komunies anti islam sgt sesal rezim hutang ma negara komunies,1,0,0,1,1,1,0,0,0,0,1,0
ayo muslim hantam lgbt rakyat paham buang islam parmusi dorong ruu anti paham lgbt,1,0,0,1,1,0,0,1,0,0,0,1
cebong,0,0,0,0,0,0,0,0,0,0,0,0
pilih ahok pilih iman koruptor munafik bodoh,1,1,1,0,1,0,0,0,0,1,0,0
pesimisme tonjol rezim jokowi,1,0,1,0,0,0,0,0,1,1,0,0
ya gue kakak laki mulut lemas banget kayak banci marahnnmentolo gue cangkem e,1,1,1,0,0,0,0,1,0,1,0,0
negeri om kerja jongos cina doank kerja subuh malam gaji paspasan kayak cina,1,1,0,1,0,1,0,0,0,0,1,0
t curiga pikir antek antek papapresident agent beras,0,0,0,0,0,0,0,0,0,0,0,0
cebong boros bacot hemat pakai otak,1,1,1,0,0,0,0,0,1,1,0,0
tinggi tingkat fitur aman paspor indonesia negaranegara asing minat fasilitas wni pegang paspor,0,0,0,0,0,0,0,0,0,0,0,0
gampang banget sih orang puji kayak hormat haha tolol,1,1,1,0,0,0,0,1,0,1,0,0
sa monyet kutip nih,0,1,0,0,0,0,0,0,0,0,0,0
politikus lawak sorry kayak karakter lawak haji bolot kalo dengar,0,0,0,0,0,0,0,0,0,0,0,0
sesuai penting jokowi dukung ganggu penting sikat,1,0,1,0,0,0,0,0,1,1,0,0
hahahahahahahjadi malu malu aku kerja presiden ya ,0,0,0,0,0,0,0,0,0,0,0,0
sing pacar hilang ambil setannapa wajah seram sayaang,0,1,0,0,0,0,0,0,0,0,0,0
bijak pilih opsi mundur ambisi kuasa jokowi pilih opsi tahan,1,0,1,0,0,0,0,0,1,1,0,0
jokowi pesan kerja kerja kerja eh demo si goblok teh,1,1,1,0,0,0,0,0,1,1,0,0
tuju hidup muslim ibadah allah swt tentang penting bangsa negara,1,0,0,1,1,0,0,0,0,0,1,0
berita bohong mulu nih jokowi,1,0,1,0,0,0,0,0,1,1,0,0
info warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu alambanten,0,0,0,0,0,0,0,0,0,0,0,0
sitip,0,0,0,0,0,0,0,0,0,0,0,0
coba kroscek tenaga kerja asing adik yusuf oposan kayak realistis data mata kepala kayak telan mentah mentah,1,0,1,0,0,0,0,0,1,1,0,0
sepakat,0,0,0,0,0,0,0,0,0,0,0,0
iya sih yg bilang asing amp anggota dpr trus donk,0,0,0,0,0,0,0,0,0,0,0,0
bahagia selfie pesawat presiden jokowicakimin,0,0,0,0,0,0,0,0,0,0,0,0
handphoneku cacat,0,0,0,0,0,0,0,0,0,0,0,0
aduh badan gendut pdjangan khawatir jus herbal cmp turun bb kg minggu nyata hasil plus obat sakit mengepoi yminat chat mehp pin,0,0,0,0,0,0,0,0,0,0,0,0
kontol sih abang selamat pagi,0,1,0,0,0,0,0,0,0,0,0,0
pngen banget duduk kontol kayak tusuk nusuk perut kuda didudukin bokepgratis memek ngentot,0,1,0,0,0,0,0,0,0,0,0,0
tiada pangkat yg mulia dunia pangkat hebat apa manusia lahir ahli cebong tukang tipu plonga plongo akibat optimisme plongaplo,1,1,0,1,0,0,0,0,1,0,1,0
mampir tulis baru ya beranitraveling,0,0,0,0,0,0,0,0,0,0,0,0
gemas sih duduk bangku prioritas usia hamil bawa anak ngga cacat,0,0,0,0,0,0,0,0,0,0,0,0
baca henti min rasa pakai acid dosis rendah coba cupu berhasilnnbarangkali coba beneran usaha keras,0,0,0,0,0,0,0,0,0,0,0,0
lesbi gua udah aja anjir,0,1,0,0,0,0,0,0,0,0,0,0
beritaislam rabbi israel orang kulit hitam picu kecam keras,0,1,0,0,0,0,0,0,0,0,0,0
adu allah pimpin bejatbangsatbajingan tobat allah jalan allah,0,1,0,0,0,0,0,0,0,0,0,0
perhati nnkampus kali aksi demo lawan tuntut suharto mundur kampus gencar terus aksi demo hentinntrisakti atmajaya untar unkris afiliasi csis elit k,0,0,0,0,0,0,0,0,0,0,0,0
idap paranoid kayak tangkap,1,0,1,0,0,0,0,0,1,1,0,0
bawa nama islam pkinpartai komunis syariah,1,0,0,1,1,1,0,0,0,0,1,0
dasar culun plongo,1,1,1,0,0,0,0,0,1,1,0,0
teror aparat inimah keparat politik bahasa mafia politik hatihati bos takut ancam intimidasi demokrasi polri nncat n,1,1,0,1,0,0,0,0,1,0,1,0
gpp sih tabib cabul karuan sambi kocok tongkol gambar bugil pecun hoaalaaaah bayang ana dasar binatang,1,1,1,0,0,0,0,1,0,1,0,0
ulama waris nabi tegak benar data ilmu tsiqoh al fahmu ajar perihal,0,0,0,0,0,0,0,0,0,0,0,0
mari pecat ahok gubernur jakarta bikin rusuh konflik negeri bohong ahok,1,0,1,0,0,0,0,0,1,1,0,0
ingatingat jokower tim sukses ahok lena depan hasil kerja rasio ketimbang aspek,1,0,0,1,0,0,0,0,1,0,1,0
bentar bentar kunyuk ya mikir keras,1,1,1,0,0,0,0,0,1,1,0,0
presiden malu bangsa plonga plongo tulah toleh boneka idiot,1,1,1,0,0,0,1,0,0,1,0,0
putus erka hormat pilih partai dukung nista agama,1,0,0,1,1,0,0,0,0,0,1,0
jokowi negara kuat umara perintah ulama jalan iring silaturahmi,0,0,0,0,0,0,0,0,0,0,0,0
tolol goblok sih main teriak gituhga pikir dampak nya fan panas main nya rugi away takut nya cepat cepat atas panas pis,1,1,1,0,0,0,0,0,1,1,0,0
rasulullah orang kaya nrasulullah gadai baju besi orang yahudi rasulullah hartanmikir nnah utang bungariba rasulullah suka,0,0,0,0,0,0,0,0,0,0,0,0
setya novanto level dendam tp bikin lawan babak bur mati,1,0,1,0,0,0,0,0,1,1,0,0
hubung partai komunis cina rezim antek antek aseng,1,0,0,1,0,1,0,0,0,0,1,0
kasn berani lawankliyanrakyat salutjgn hny ky trsdiemmana hasilnyamalah ngurusi tka disulutapaan tuhtanah abang tutup bungkampd takut ormas takut g dptdisetujui apbdkl niat udnusut b,1,0,0,1,0,0,0,0,1,0,1,0
seblak pusingmencret,0,0,0,0,0,0,0,0,0,0,0,0
teman gue lesbi trauma jugaaih xari teman aja cewek tampang laki lesbi,0,0,0,0,0,0,0,0,0,0,0,0
ya nu musuh takut pki ncoba baca sejarah dijualnnbk nasakom krn mau bk mengakomodir partai nnnu perintah asai pki nnbl,0,0,0,0,0,0,0,0,0,0,0,0
hahahahananak monyet erti orang dongonbaca dt efilnikcufecinnketurunan monyet,1,1,0,1,0,0,0,0,1,0,1,0
anjir bayang,0,1,0,0,0,0,0,0,0,0,0,0
alhamdulillah ulama silaturahmi pesantten silam jkw jarang pesantren ulama berangan temu ya,0,0,0,0,0,0,0,0,0,0,0,0
baya kemarin menang ninggris kalah ntimnas kalahnkalahe malaysia sis tai mencret kabeh,1,1,0,1,0,0,0,0,1,0,1,0
sekolah agama ukur iman,0,0,0,0,0,0,0,0,0,0,0,0
beli album saksi bisu hidup ku,0,0,0,0,0,0,0,0,0,0,0,0
paham komunis mata liberal radikal masjid sasar,0,0,0,0,0,0,0,0,0,0,0,0
sbb pro yahudi,0,0,0,0,0,0,0,0,0,0,0,0
goblok an hakiki pacar tahun tau ketemufake ppl is everywhere rasa heran wkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
allah swt dungu biadab kafir hilang muka bumi sisa mukmin,1,1,0,1,1,0,0,0,0,0,1,0
tdk aneh konsultan asing pakai mulus korupsi jabat pemerintahbumn panjang konsesi libat deutchbank rostchild konsultan asing,0,0,0,0,0,0,0,0,0,0,0,0
bodat komunis tolol,1,1,1,0,0,1,0,0,0,1,0,0
rupiah haneul jual memek tlyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
teriak susah jawabannyadan kannsimpel kokndungu sok pintar baca,1,1,1,0,0,0,0,0,1,1,0,0
kampang,1,1,1,0,0,0,0,0,1,1,0,0
setya novanto sangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi,1,0,1,0,0,0,0,0,1,1,0,0
senang hati si cewek lepas sih mbak angkut mbak gang bang perkosa kunyuk selesai sih mbak mobil marah pergi bilang perkosa,1,1,0,1,0,0,0,1,0,0,1,0
paham pimpin joko widodo rendah hati ajak mari dukung jokowi priode percaya indonesia kerja kerja kerja layan rakyat sd ber,0,0,0,0,0,0,0,0,0,0,0,0
ustad pakai pantat,1,1,1,0,0,0,0,0,1,1,0,0
hehee negeri butuh orang orang jujur surat pemberitahuan tahun rezim ikut bani cabul amp kampret hembus fitnah hoax provokasi amp benci,1,1,0,1,0,0,0,0,1,0,1,0
ketawain ajaorang munafik kerja bgtpendukung wan abud anjing,1,1,0,1,0,0,0,0,1,0,1,0
